상가업소번호,상호명,시군구코드,시군구명,법정동코드,법정동명,지번주소,도로명,경도,위도,year,bus_cnt,HubName,HubDist
"20607525",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 507,서울특별시 강남구 남부순환로,127.0619041,37.49334362,"2018","4",대치역,177.358405974285
"20093795",스타벅스,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 175,서울특별시 송파구 백제고분로,127.0790291,37.51052638,"2018","3",종합운동장역,422.686844172042
"23310463",스타벅스삼선교점,"11290",성북구,"1129010500",동소문동2가,서울특별시 성북구 동소문동2가 11,서울특별시 성북구 동소문로,127.0073203,37.58872396,"2018","5",한성대입구역,42.5835624597586
"20600882",스타벅스,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 7-17,서울특별시 송파구 송파대로,127.0995353,37.51532494,"2018","4",잠실역,263.741507822579
"19993461",스타벅스,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 1-2,서울특별시 성북구 안암로,127.0317018,37.58848499,"2018","0",안암역,333.384320891564
"23288567",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 851-1,서울특별시 서초구 방배로,126.9924576,37.49001452,"2018","5",내방역,219.767671419053
"23514101",스타벅스이수역점,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 3000-1,서울특별시 서초구 동작대로,126.9826899,37.4864978,"2018","5",이수역,199.30601849066
"20014593",스타벅스방배카페입구,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,"2018","2",구반포역,491.765639196856
"20026883",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 51,서울특별시 강남구 삼성로,127.0527047,37.51347189,"2018","2",중앙역,421.753402183744
"20014851",스타벅스,"11680",강남구,"1168011500",수서동,서울특별시 강남구 수서동 713,서울특별시 강남구 밤고개로1길,127.1018421,37.48801336,"2018","7",수서역,114.539594039707
"23482258",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 238-5,서울특별시 강남구 언주로,127.0357413,37.51491147,"2018","5",학동역,357.762396353671
"20016436",스타벅스,"11305",강북구,"1130510200",번동,서울특별시 강북구 번동 418-17,서울특별시 강북구 도봉로,127.0261078,37.63802308,"2018","8",수유역,575.769580789519
"20291002",스타벅스중계역점,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 763-3,서울특별시 노원구 동일로,127.0621587,37.64815447,"2018","4",노원역,607.00472608637
"20831001",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 735-3,서울특별시 강남구 테헤란로,127.0337924,37.49937038,"2018","1",동오역,155.472492345671
"20010719",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 92-1,서울특별시 서초구 서래로,126.9985423,37.49925701,"2018","5",신반포역,493.82835530711
"20385995",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 736-1,서울특별시 강남구 테헤란로,127.0349412,37.49974019,"2018","2",동오역,71.7348419232966
"23220273",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 748-1,서울특별시 서초구 강남대로,127.023627,37.50531485,"2018","5",신논현역,757.823738403579
"23210644",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1464-22,서울특별시 서초구 남부순환로,127.0123471,37.48066733,"2018","3",남부터미널역,715.454003650863
"20015708",스타벅스남부터미널2점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1457-1,서울특별시 서초구 효령로,127.0141978,37.48438612,"2018","4",남부터미널역,271.456342005937
"23517515",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 118-3,서울특별시 서초구 사평대로,127.0078261,37.50448036,"2018","0",고속터미널역,262.346154733651
"22934175",스타벅스,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 529-10,서울특별시 강남구 논현로175길,127.0216293,37.52318421,"2018","2",신사역,468.307786009721
"20385969",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로,127.006958,37.51024881,"2018","4",반포역,482.276192137269
"23224039",스타벅스,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 52-1,서울특별시 강남구 도산대로,127.0515717,37.52433852,"2018","1",청담역,680.197047439716
"20430267",스타벅스논현힐탑,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,"2018","2",학동역,304.130739606267
"20482725",스타벅스,"11680",강남구,"1168010300",개포동,서울특별시 강남구 개포동 1229-1,서울특별시 강남구 논현로,127.0451163,37.47781003,"2018","5",매봉역,1029.50238805213
"20803626",스타벅스삼성도심공항점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 154-10,서울특별시 강남구 테헤란로87길,127.0579087,37.50981919,"2018","0",봉은사역,725.242285194891
"25292064",스타벅스선정릉역점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 37-17,서울특별시 강남구 봉은사로,127.0445494,37.51077512,"2018","2",선정릉역,26.9469132408282
"20028664",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 87,서울특별시 강남구 논현로,127.0307455,37.51460026,"2018","5",학동역,96.4790659476187
"20028264",스타벅스,"11350",노원구,"1135010600",중계동,서울특별시 노원구 중계동 360-6,서울특별시 노원구 중계로,127.0759774,37.65049809,"2018","4",상계역,1192.23286152526
"20248022",스타벅스미아역점,"11305",강북구,"1130510100",미아동,서울특별시 강북구 미아동 121-19,서울특별시 강북구 도봉로,127.0265575,37.62613312,"2018","5",미아역,401.642986197804
"20028995",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 942-5,서울특별시 강남구 삼성로86길,127.0579257,37.50576457,"2018","0",한티역,918.657984441961
"20286267",스타벅스선릉로점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 697-45,서울특별시 강남구 선릉로93길,127.046716,37.50495379,"2018","0",선릉역,249.666576417084
"20308953",스타벅스,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 104-30,서울특별시 성북구 인촌로24길,127.029689,37.58391819,"2018","2",안암역,243.595383093311
"20307826",스타벅스역삼럭키,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,"2018","2",동오역,856.783613592605
"20282898",스타벅스,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 712,서울특별시 노원구 동일로,127.0600017,37.65475991,"2018","1",노원역,155.665695333737
"20017045",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 679,서울특별시 강남구 논현로,127.0372774,37.50188574,"2018","3",동오역,323.943810318884
"23197283",스타벅스교대역점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1693-3,서울특별시 서초구 서초중앙로,127.0139553,37.49423264,"2018","5",교대역,311.616614049244
"22580385",스타벅스삼성교점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 1001-8,서울특별시 강남구 영동대로86길,127.0651728,37.50781348,"2018","3",봉은사역,791.102333006452
"23498986",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 37-7,서울특별시 서초구 강남대로,127.0206276,37.51153431,"2018","2",신사역,913.506092722332
"6660863",스타벅스커리학동사거리점,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 93-2,서울특별시 강남구 도산대로,127.0379529,37.52239022,"2018","2",압구정로데오역,835.819534810438
"20680170",스타벅스서울교대점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1623-1,서울특별시 서초구 서초중앙로,127.0151529,37.48743065,"2018","3",남부터미널역,88.7622929585944
"20010511",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1657-5,서울특별시 서초구 서초중앙로,127.014217,37.49238766,"2018","2",교대역,394.316435523189
"20388439",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 708-6,서울특별시 강남구 테헤란로,127.0485159,37.5039411,"2018","0",선릉역,91.6168736451803
"23312129",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 52-6,서울특별시 서초구 서초중앙로,127.0115392,37.50165515,"2018","5",사평역,366.109858734349
"25240856",스타벅스강북구청사거리점,"11305",강북구,"1130510300",수유동,서울특별시 강북구 수유동 174-13,서울특별시 강북구 도봉로,127.027328,37.64003344,"2018","7",수유역,623.30574671401
"23311558",스타벅스청담사거리점,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 6-5,서울특별시 강남구 도산대로,127.0468501,37.52375987,"2018","2",강남구청역,616.756061926963
"23248292",스타벅스방이역점,"11710",송파구,"1171011200",오금동,서울특별시 송파구 오금동 17-8,서울특별시 송파구 마천로,127.1266385,37.50854524,"2018","3",방이역,119.226358797546
"20691915",스타벅스,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 583-3,서울특별시 강남구 논현로,127.0278969,37.52404691,"2018","2",압구정역,67.5215521436885
"23196601",스타벅스서초파라곤점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1327-29,서울특별시 서초구 서초대로74길,127.0274035,37.49493882,"2018","3",강남역,409.678629873949
"20378251",스타벅스신압구정점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 639-7,서울특별시 강남구 언주로174길,127.03642,37.52810841,"2018","2",압구정로데오역,453.340344202178
"23454449",스타벅스,"11650",서초구,"1165010200",양재동,서울특별시 서초구 양재동 14-4,서울특별시 서초구 강남대로,127.0368501,37.48232032,"2018","4",양재역,410.564835367251
"23513141",스타벅스올림픽공원남문점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 181,서울특별시 송파구 위례성대로,127.122997,37.51332992,"2018","1",방이역,627.354700188919
"20007418",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1307-19,서울특별시 서초구 서초대로77길,127.0254816,37.50011306,"2018","9",신논현역,929.573509732191
"20691462",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 908-10,서울특별시 서초구 방배로,126.9976309,37.48198508,"2018","10",방배역,93.6725662534283
"19984883",스타벅스,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 40,서울특별시 송파구 올림픽로,127.0944673,37.51066377,"2018","0",잠실새내역,473.251417245024
"20012839",스타벅스예술의전당점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1451-95,서울특별시 서초구 남부순환로323길,127.0134831,37.48112734,"2018","4",남부터미널역,634.964846625536
"20484259",스타벅스학여울점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 994-10,서울특별시 강남구 영동대로,127.0685071,37.49799127,"2018","2",학여울역,324.732880631448
"25313530",스타벅스사당로데오점,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 444-7,서울특별시 서초구 방배천로,126.9821471,37.47733842,"2018","8",사당역,262.10431774183
"23186849",스타벅스신천역점,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 181,서울특별시 송파구 올림픽로,127.0812008,37.51145336,"2018","0",종합운동장역,611.001653184739
"8730737",스타벅스가든파이브,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 628,서울특별시 송파구 충민로,127.1193706,37.47826065,"2018","2",장지역,646.000196651375
"8735684",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 677-25,서울특별시 강남구 테헤란로,127.0406526,37.50239076,"2018","0",역삼역,169.688587186314
"8736083",스타벅스차병원사거리점,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.0353547,37.50804228,"2018","2",언주역,243.038611321283
"25285303",스타벅스,"11290",성북구,"1129013500",종암동,서울특별시 성북구 종암동 3-1297,서울특별시 성북구 종암로28길,127.0342762,37.60130987,"2018","3",월곡역,633.762658063994
"8732182",스타벅스뱅뱅사거리점,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 946-14,서울특별시 강남구 강남대로,127.032473,37.48855591,"2018","5",양재역,426.262901273528
"8736085",스타벅스경복아파트점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 681,서울특별시 강남구 봉은사로,127.0403528,37.50902009,"2018","2",선정릉역,412.773198896063
"8729351",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 809-10,서울특별시 강남구 강남대로,127.0255555,37.5031322,"2018","9",신논현역,693.840058639451
"26261077",스타벅스,"11710",송파구,"1171010700",가락동,서울특별시 송파구 가락동 97-7,서울특별시 송파구 송파대로30길,127.1187684,37.49488077,"2018","0",가락시장역,223.520170591792
"8725994",스타벅스,"11290",성북구,"1129013400",길음동,서울특별시 성북구 길음동 20-1,서울특별시 성북구 동소문로,127.0287256,37.60839154,"2018","4",길음역,670.511997325419
"8732314",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 678-39,서울특별시 강남구 테헤란로,127.0392228,37.50187455,"2018","2",역삼역,165.468448052467
"23447206",스타벅스석촌서호점,"11710",송파구,"1171010600",삼전동,서울특별시 송파구 삼전동 130-2,서울특별시 송파구 석촌호수로,127.0966117,37.50636412,"2018","0",석촌고분역,352.353653829313
"25456593",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1445-4,서울특별시 서초구 서초중앙로,127.0169304,37.4846702,"2018","9",남부터미널역,259.659575778318
"9780390",스타벅스월계이마트점,"11350",노원구,"1135010200",월계동,서울특별시 노원구 월계동 333-1,서울특별시 노원구 마들로3길,127.0619664,37.62650103,"2018","0",광운대역,343.602960180299
"11516500",스타벅스,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 126-1,서울특별시 성북구 인촌로,127.0263415,37.58709834,"2018","4",안암역,292.332384734089
"20025735",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 747-21,서울특별시 강남구 논현로,127.0388807,37.49591579,"2018","3",동오역,478.424972413312
"23316524",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1317-23,서울특별시 서초구 서초대로,127.0259036,37.49809817,"2018","5",강남역,766.0452352294
"20828526",스타벅스,"11350",노원구,"1135010300",공릉동,서울특별시 노원구 공릉동 126,서울특별시 노원구 화랑로,127.088969,37.62877599,"2018","0",화랑대역,1104.21081285853
"20005051",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 나루터로4길,127.013448,37.50958236,"2018","0",반포역,201.654468371264
"20017739",스타벅스,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 467-17,서울특별시 강남구 언주로30길,127.0541634,37.48929922,"2018","2",도곡역,171.163384012051
"20424762",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 826-26,서울특별시 강남구 테헤란로2길,127.0296792,37.49648032,"2018","3",강남역,466.385857274749
"20025300",스타벅스역삼역점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 646-15,서울특별시 강남구 테헤란로,127.0351776,37.50070625,"2018","1",동오역,158.170356488569
"25585003",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 5-1,서울특별시 강남구 도산대로,127.0233685,37.51734176,"2018","0",신사역,479.269026561999
"20028687",스타벅스대치점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 988-17,서울특별시 강남구 도곡로,127.0622213,37.49962651,"2018","1",대치역,573.785367681655
"23213262",스타벅스석촌호수점,"11710",송파구,"1171010400",송파동,서울특별시 송파구 송파동 7-4,서울특별시 송파구 석촌호수로,127.1052164,37.50943014,"2018","0",잠실역,585.3557016473
"20389762",스타벅스광운대점,"11350",노원구,"1135010200",월계동,서울특별시 노원구 월계동 410-1,서울특별시 노원구 석계로,127.0607054,37.62317518,"2018","6",광운대역,140.735703083179
"20295450",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1699-3,서울특별시 서초구 서초중앙로,127.013362,37.49635417,"2018","2",교대역,390.720673170961
"20023633",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 144-25,서울특별시 강남구 테헤란로,127.0555809,37.50694425,"2018","4",선릉역,766.355033453997
"25694521",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,"2018","3",고속터미널역,243.539487193839
"20880708",스타벅스잠실점,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 11-4,서울특별시 송파구 올림픽로35가길,127.1034466,37.51743613,"2018","1",잠실나루역,204.882729175567
"20088322",스타벅스한성대입구역점,"11290",성북구,"1129010200",성북동1가,서울특별시 성북구 성북동1가 35-1,서울특별시 성북구 성북로,127.0049043,37.58904601,"2018","5",한성대입구역,252.450940772448
"25274618",스타벅스송파사거리점,"11710",송파구,"1171010400",송파동,서울특별시 송파구 송파동 96-7,서울특별시 송파구 송파대로,127.1103348,37.50226933,"2018","2",석촌역,127.564061801059
"23208222",스타벅스,"11320",도봉구,"1132010700",창동,서울특별시 도봉구 창동 659-5,서울특별시 도봉구 도봉로,127.0348687,37.64834884,"2018","5",쌍문역,81.1341112078012
"20389010",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 701-7,서울특별시 강남구 테헤란로,127.0437621,37.50333505,"2018","2",역삼역,391.966484913926
"22800473",스타벅스노원케이티점,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 723,서울특별시 노원구 노해로,127.0638259,37.65436683,"2018","3",노원역,280.944735448219
"20009577",스타벅스,"11650",서초구,"1165010200",양재동,서울특별시 서초구 양재동 4-3,서울특별시 서초구 논현로,127.0425756,37.48198841,"2018","6",매봉역,664.881267004354
"20699038",스타벅스,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 635-13,서울특별시 강남구 압구정로42길,127.0347168,37.52683303,"2018","0",압구정로데오역,647.433665676199
"25729943",스타벅스,"11680",강남구,"1168011400",일원동,서울특별시 강남구 일원동 50,서울특별시 강남구 일원로,127.0895788,37.49033434,"2018","0",일원역,835.818151210356
"25744200",스타벅스코엑스사거리점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 91-31,서울특별시 강남구 영동대로,127.0601934,37.51524372,"2018","2",봉은사역,275.558400466401
"25846799",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 157,서울특별시 강남구 삼성로,127.056219,37.50836401,"2018","3",중앙역,771.682259878982
"25730277",스타벅스고대프라자점,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 1-2,서울특별시 성북구 인촌로,127.0309577,37.58648758,"2018","4",안암역,143.685264377985
"25683194",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 70-2,서울특별시 서초구 잠원로,127.0074239,37.50923454,"2018","3",반포역,403.410837303507
"25742491",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 755,서울특별시 강남구 역삼로,127.0484061,37.49922769,"2018","2",한티역,281.596891868669
"25808541",스타벅스강남에비뉴점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1303-16,서울특별시 서초구 서초대로77길,127.0238869,37.50272196,"2018","4",신논현역,842.528455894047
"25797473",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 679-4,서울특별시 강남구 테헤란로,127.0377338,37.50157409,"2018","4",역삼역,265.19959690819
"25902757",스타벅스압구정로데오역점,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.0405131,37.52653786,"2018","0",압구정로데오역,329.274026112251
"23498613",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 651,서울특별시 강남구 남부순환로,127.0573953,37.4921724,"2018","3",도곡역,271.539500423741
"20681728",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 889-70,서울특별시 강남구 테헤란로64길,127.0511761,37.50376427,"2018","3",선릉역,258.897503947697
"25901259",스타벅스방배카페입구점,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,"2018","2",구반포역,491.765639196856
"20014581",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0591391,37.51182033,"2018","0",봉은사역,489.853566208768
"23784909",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 59-8,서울특별시 강남구 논현로,127.0286278,37.5191512,"2018","2",압구정역,488.078069836483
"11707694",스타벅스종암점,"11290",성북구,"1129013500",종암동,서울특별시 성북구 종암동 3-686,서울특별시 성북구 종암로,127.0339835,37.60118133,"2018","3",월곡역,660.760441389367
"25637642",스타벅스,"11710",송파구,"1171010700",가락동,서울특별시 송파구 가락동 125-6,서울특별시 송파구 동남로,127.126233,37.49189964,"2018","2",문정역,619.332909928714
"28520216",스타벅스미아사거리역점,"11305",강북구,"1130510100",미아동,서울특별시 강북구 미아동 35-30,서울특별시 강북구 도봉로,127.0306855,37.61184062,"2018","6",미아사거리역,355.394160941376
"11757465",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 812-2,서울특별시 서초구 방배로,126.9905093,37.49194417,"2018","5",내방역,486.521432249644
"11765466",스타벅스포스코사거리점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 157-36,서울특별시 강남구 테헤란로,127.0574281,37.50756271,"2018","3",봉은사역,951.949208624376
"11798770",스타벅스역삼럭키점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,"2018","2",동오역,856.783613592605
"12064739",스타벅스,"11305",강북구,"1130510100",미아동,서울특별시 강북구 미아동 812-2,서울특별시 강북구 삼양로,127.0211081,37.61838418,"2018","5",삼양사거리역,334.001121114303
"11978034",스타벅스성신여대정문,"11290",성북구,"1129011700",동선동2가,서울특별시 성북구 동선동2가 134,서울특별시 성북구 보문로34길,127.0188421,37.59082962,"2018","1",성신여대입구역,311.005505236088
"12076165",스타벅스송파방이DT점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205089,37.50654446,"2018","2",방이역,467.425168747742
"11931405",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,"2018","2",학동역,304.130739606267
"12042236",스타벅스대치은마사거리점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로,127.0601595,37.49899741,"2018","2",대치역,567.149589802445
"11869893",스타벅스청계산입구역점,"11650",서초구,"1165011100",신원동,서울특별시 서초구 신원동 205-1,서울특별시 서초구 청계산로,127.0562524,37.4472724,"2018","1",청계산입구역,197.608029088851
"11970460",스타벅스압구정점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 609,서울특별시 강남구 압구정로30길,127.0295417,37.52632207,"2018","2",압구정역,326.80222467035
"11836610",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 신반포로,127.0119225,37.50861449,"2018","2",반포역,35.8550725168294
"11931313",스타벅스대치사거리점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 960-5,서울특별시 강남구 삼성로,127.0588155,37.50335683,"2018","2",한티역,787.752204366584
"12421780",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 777-11,서울특별시 서초구 방배중앙로,126.9865526,37.49352318,"2018","2",구반포역,902.340560297328
"12104846",스타벅스강남우성점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 832-3,서울특별시 강남구 강남대로,127.0306939,37.4923528,"2018","5",강남역,2.36607600357925
"12129375",스타벅스송파구청점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 22-5,서울특별시 송파구 오금로,127.1074057,37.51460076,"2018","1",몽촌토성역,398.603540764942
"12434847",스타벅스신사가로수점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 533-11,서울특별시 강남구 압구정로12길,127.022506,37.52188494,"2018","0",신사역,414.172622541526
