year,road,pop,gu,dong,pop_avg
2018,인촌로5길,2481574,성북구,보문동,2223417.833
2018,인촌로24길,2955147,성북구,안암동,2087331.75
2018,개운사길,1778512,성북구,안암동5가,1877898.5
2018,인촌로1길,2957176,성북구,보문동,2223417.833
2018,인촌로17가길,1194592,성북구,안암동,2087331.75
2018,오패산로4길,2019917,성북구,하월곡동,1725981.958
2018,오패산로3길,1618426,성북구,하월곡동,1725981.958
2018,오패산로19길,1718677,성북구,하월곡동,1725981.958
2018,안암로5길,2046908,성북구,안암동4가,1779804.5
2018,아리랑로4길,3859933,성북구,동선동5가,3294942.75
2018,솔샘로6길,843486,성북구,정릉동,828684.3
2018,성북로8길,1073810,성북구,성북동,993284
2018,삼양로8길,1506105,성북구,길음동,1261111.75
2018,삼선교로16가길,1754353,성북구,삼선동2가,2125396.5
2018,삼선교로10다길,1940192,성북구,삼선동1가,2057897
2018,삼선교로10길,2466803,성북구,삼선동2가,2125396.5
2018,보문로32길,3741969,성북구,삼선동5가,2923847.375
2018,보문로31길,2756307,성북구,삼선동5가,2923847.375
2018,보문로26길,1751113,성북구,보문동1가,1836200.5
2018,보문로13길,1981077,성북구,보문동7가,1599727.5
2018,보국문로16길,1005847,성북구,정릉동,828684.3
2018,동소문로6길,1838383,성북구,동소문동2가,1863861
2018,동소문로2길,2121883,성북구,동소문동2가,1863861
2018,동소문로26가길,3896495,성북구,동선동3가,3365999.5
2018,동소문로15길,3868812,성북구,동소문동6가,3043576.75
2018,동소문로13길,4081449,성북구,동소문동6가,3043576.75
2018,돌곶이로8길,1109012,성북구,석관동,1264947.9
2018,돌곶이로41길,732424,성북구,장위동,833802.95
